18	4.5
20	4.5
30	4.0
46	4.0
47	4.0
51	4.0
52	4.5
53	4.0
66	3.0
68	4.0
69	4.5
70	3.0
74	3.5
80	3.5
96	5.0
100	4.0
101	4.5
102	4.0
112	3.5
116	3.5
124	4.0
128	3.5
143	4.0
153	4.0
156	5.0
160	4.5
167	5.0
172	4.0
178	3.5
189	4.0
190	3.0
197	3.5
198	4.0
200	4.0
204	4.0
208	4.0
210	4.5
216	4.5
218	3.5
221	5.0
222	3.0
235	4.0
257	4.0
261	4.0
264	3.5
271	4.0
277	4.0
279	4.0
283	4.0
288	4.0
300	4.0
306	2.5
315	4.5
316	3.0
319	4.0
320	3.0
332	4.5
334	4.5
338	4.0
341	4.0
349	3.5
352	4.5
356	4.0
357	4.5
359	4.5
360	5.0
364	4.0
377	4.0
385	4.0
387	4.5
395	4.5
399	4.0
411	4.5
412	3.0
418	4.5
422	5.0
423	4.5
428	4.5
433	4.0
442	3.0
449	4.5
458	3.5
464	4.5
465	4.5
474	3.0
489	4.0
497	4.5
498	4.5
501	5.0
508	4.0
519	5.0
523	4.0
524	4.5
529	3.0
540	4.5
546	4.0
557	4.0
559	4.0
561	4.5
566	4.5
571	4.0
574	4.0
575	3.5
603	4.0
607	5.0
609	4.0
613	3.5
618	4.0
627	3.5
628	4.0
630	2.5
642	4.0
643	4.5
650	4.0
660	4.0
667	4.0
675	4.0
682	3.5
685	4.5
691	4.0
704	4.0
705	4.0
708	4.5
710	4.5
726	4.0
728	3.0
729	4.5
736	4.0
741	4.0
742	3.5
743	4.0
750	4.5
751	3.0
755	4.0
758	3.5
761	4.0
764	3.5
769	4.5
770	4.0
776	4.0
780	4.0
784	3.5
789	3.5
801	4.0
802	4.5
804	4.0
807	4.5
819	3.0
822	4.0
831	3.5
838	4.0
839	3.5
842	4.5
844	4.0
852	4.0
853	4.5
855	4.5
869	3.0
870	2.5
872	3.0
878	4.5
965	3.5
967	4.0
969	3.0
970	1.5
971	2.5
976	4.0
977	1.0
983	1.0
985	3.0
993	3.5
998	2.5
1006	3.0
1009	2.5
1022	1.0
1023	1.5
1027	3.5
1034	3.0
1035	3.0
1040	1.5
1046	2.0
1067	4.0
1068	2.5
1069	3.0
1076	2.0
1082	2.5
1083	2.5
1097	2.0
1098	3.0
1104	4.0
1106	3.0
1124	2.5
1126	4.0
1127	3.5
1128	1.0
1129	2.5
1155	3.0
1156	1.5
1160	3.0
1163	2.0
1176	1.5
1179	3.5
1187	1.0
1189	2.0
1194	4.0
1200	1.5
1201	1.5
1213	2.5
1214	3.5
1215	1.0
1218	4.0
1221	4.0
1234	2.5
1239	4.0
1243	4.5
1244	3.0
1248	2.0
1255	3.5
1265	3.0
1268	2.0
1269	1.5
1283	1.5
1301	2.5
1308	1.5
1310	2.5
1313	4.0
1316	3.0
1324	3.0
1326	2.0
1335	4.0
1344	2.0
1345	4.0
1346	2.0
1359	3.0
1363	2.5
1384	1.5
1386	2.0
1389	2.0
1390	2.75
1392	1.5
1393	3.0
1400	2.0
1401	3.5
1407	1.5
1408	3.5
1419	3.5
1433	4.0
1441	4.5
1452	3.5
1465	2.5
1482	3.5
1483	2.0
1489	3.0
1500	1.0
1524	3.5
1525	2.0
1569	3.5
1646	3.5
1647	3.5
1693	4.5
1706	4.5
1765	3.0
1767	4.0
1780	4.5
1802	4.5
1805	3.5
1809	4.0
1819	4.5
1825	4.0
1826	3.0
1890	4.0
1902	4.0
1903	3.0
1904	3.5
1909	3.5
1919	4.0
1925	3.5
1929	3.0
1935	3.5
1939	4.0
1973	3.5
1975	3.5
1979	3.5
1985	4.0
1986	3.5
1991	3.5
1999	2.0
2011	2.5
2015	4.0
2017	3.5
2020	4.0
2024	4.0
2026	3.5
2027	3.5
2034	4.0
2040	5.0
2043	5.0
2053	2.0
2054	4.0
2061	4.0
2065	3.0
2075	3.5
2078	4.0
2088	3.0
2089	4.0
2090	4.0
2113	3.5
2114	4.5
2118	4.0
2120	4.0
2123	3.5
2124	4.0
2131	3.5
2133	3.5
2137	3.5
2141	4.0
2142	3.5
2151	4.0
2154	4.5
2163	4.0
2173	4.0
2184	4.5
2186	4.5
2195	3.5
2229	3.5
2236	3.0
2249	4.0
2263	4.0
2268	4.5
2273	4.0
2275	4.0
2284	4.0
2289	3.5
2385	4.0
2387	3.5
2388	3.5
2449	3.5
2460	4.5
2469	4.0
2477	4.0
2545	4.0
2562	4.5
2570	3.0
2656	3.0
2693	4.5
2698	3.0
2699	4.5
2711	4.5
2714	4.5
2716	4.0
2717	2.5
2718	4.5
2722	4.5
2757	2.0
2763	3.5
2772	3.0
2777	3.5
2785	3.5
2798	2.0
2800	3.0
2846	3.0
2853	4.0
2861	2.0
2868	4.0
2872	2.0
2877	4.0
2880	4.0
2882	3.0
2884	3.0
2888	4.0
2899	3.0
2900	4.0
2901	3.0
2902	3.5
2929	3.5
2932	4.0
2933	3.5
2934	4.0
2936	3.5
2942	4.0
2943	4.5
2949	4.5
2961	4.0
2963	4.0
2966	4.0
2972	3.5
2975	4.0
2981	3.0
2990	4.0
2994	3.0
2997	4.0
3001	4.0
3006	3.5
3011	4.0
3016	4.0
3021	4.0
3031	3.0
3038	3.5
3040	5.0
3054	3.5
3064	2.0
3066	3.0
3074	3.5
3076	4.5
3079	4.0
3082	4.0
3090	3.0
3094	4.5
3105	4.0
3110	4.0
3118	4.5
3126	4.5
3132	3.5
3140	3.5
3152	4.5
3153	3.5
3154	5.0
3155	3.0
3156	4.5
3160	3.0
3169	3.0
3176	4.0
3178	2.5
3179	3.0
3184	4.0
3186	3.0
3190	3.5
3194	4.0
3201	2.5
3211	3.0
3224	4.0
3226	4.0
3230	4.0
3232	4.5
3233	2.0
3246	3.0
3253	4.5
3255	4.5
3256	4.5
3267	5.0
3269	3.5
3271	3.5
3275	4.5
3280	4.5
3281	4.0
3286	2.5
3287	4.5
3288	2.0
3289	4.5
3291	4.0
3292	4.5
3296	2.5
3307	3.5
3318	4.0
3324	5.0
3332	2.5
3342	4.0
3346	3.0
3350	1.0
3351	3.5
3363	4.0
3365	5.0
3371	4.0
3386	4.0
3395	4.5
3396	3.5
3418	2.5
3429	3.5
3430	2.5
3433	4.0
3434	4.0
3436	3.5
3442	3.5
3452	4.0
3453	4.0
3461	4.0
3463	4.0
3467	2.5
3476	4.0
3485	3.5
3488	4.0
3500	4.0
3520	4.0
3522	4.0
3528	3.5
3529	3.5
3530	3.5
3535	4.0
3536	3.5
3552	5.0
3560	4.5
3563	4.0
3573	4.0
3575	3.0
3579	5.0
3582	5.0
3587	4.0
3591	4.5
3593	4.5
3596	4.5
3598	4.0
3601	4.0
3604	4.5
3607	3.5
3621	3.5
3631	4.0
3634	3.0
3636	4.0
3638	4.0
3642	4.5
3647	3.5
3651	4.0
3652	4.5
3656	4.5
3663	4.0
3674	4.0
3677	4.5
3679	4.5
3680	4.5
3685	3.0
3686	4.5
3688	3.0
3690	4.5
3691	5.0
3696	4.0
3699	5.0
3702	4.0
3707	3.5
3718	4.0
3727	3.5
3729	4.0
3734	3.5
3735	4.5
3736	4.5
3737	3.5
3740	3.5
3752	4.0
3753	4.0
3755	3.5
3766	4.5
3775	4.0
3778	4.0
3792	4.0
3796	4.0
3808	4.0
3809	4.0
3812	4.25
3820	3.5
3823	3.5
3848	4.0
3866	4.0
3924	3.5
3933	3.5
3960	4.0
3963	4.0
3964	4.0
3967	3.5
3968	4.0
3969	3.5
3972	3.5
3974	3.5
3979	4.0
3981	4.5
3985	4.0
3987	3.5
3991	4.0
4004	3.5
4006	4.0
4013	4.0
4015	3.5
4020	3.5
4028	3.0
4034	3.5
4036	4.0
4037	4.5
4038	4.0
4040	3.5
4043	4.0
4047	4.0
4048	4.0
4055	2.0
4067	4.0
4073	4.0
4075	3.5
4076	4.5
4082	4.5
4093	4.5
4104	4.0
4106	4.0
4107	4.0
4119	4.0
4123	3.0
4125	5.0
4129	2.5
4138	3.5
4150	4.0
4156	4.0
4158	4.0
4159	4.5
4169	4.5
4175	3.5
4180	2.5
4181	4.5
4188	3.5
4189	4.0
4191	3.5
4207	4.0
4212	1.0
4221	3.0
4223	4.5
4225	3.5
4248	4.0
4250	4.0
4257	3.5
4265	3.5
4270	4.5
4272	3.5
4274	3.5
4275	4.0
4278	3.5
4279	4.0
4286	4.0
4287	4.0
4289	3.0
4290	4.0
4295	4.0
4297	2.0
4299	4.0
4307	3.0
4308	3.5
4309	3.0
4321	3.5
4329	4.0
4340	4.0
4355	4.0
4360	4.5
4362	4.0
4366	2.5
4369	3.5
4373	3.5
4375	3.5
4377	2.5
4379	4.0
4383	2.0
4387	2.0
4388	3.5
4391	1.0
4400	3.5
4412	4.0
4414	3.5
4420	4.0
4424	5.0
4432	4.0
4441	4.0
4445	4.0
4454	3.5
4456	4.5
4462	4.0
4463	4.5
4465	4.0
4467	4.0
4469	4.5
4472	4.0
4478	4.0
4484	5.0
4488	4.0
4492	3.5
4502	3.0
4504	4.0
4513	1.5
4520	4.0
4527	4.0
4530	4.0
4539	4.0
4541	4.0
4548	3.0
4550	4.0
4560	4.0
4566	4.0
4572	4.5
4574	4.0
4578	4.0
4579	4.0
4582	4.5
4583	4.5
4589	4.0
4590	4.0
4592	4.0
4594	4.0
4601	4.0
4605	3.5
4611	4.5
4624	4.5
4625	4.0
4629	4.5
4639	3.5
4640	3.5
4641	4.0
4654	4.0
4662	4.0
4667	4.5
4670	4.0
4677	4.0
4683	4.0
4686	4.5
4687	4.0
4688	4.0
4689	5.0
4692	4.0
4708	4.0
4716	4.0
4728	5.0
4732	3.5
4734	3.5
4740	4.0
4741	5.0
4742	4.0
4745	4.0
4749	4.0
4750	4.5
4757	4.0
4758	4.0
4764	4.0
4766	3.5
4769	4.5
4770	4.0
4772	4.5
4773	4.0
4775	4.0
4777	4.0
4790	4.5
4791	5.0
4796	5.0
4799	4.5
4807	4.0
4813	3.5
4815	3.5
4817	3.5
4825	4.5
4827	4.5
4830	4.5
4834	4.5
4835	3.5
4840	4.5
4841	3.5
4846	4.0
4850	4.0
4856	3.0
4857	4.0
4858	4.5
4866	3.5
4867	4.0
4868	4.5
4881	4.5
4891	4.0
4898	4.5
4908	4.0
4915	4.0
4928	4.5
4931	5.0
4935	3.5
4956	4.0
4960	4.0
4971	3.0
4975	4.5
4976	4.0
4985	4.5
4987	4.0
4992	5.0
4994	4.0
4995	3.5
4997	4.5
5001	4.5
5002	4.5
5007	4.5
5012	4.0
5016	4.5
5021	4.5
5024	4.0
5027	5.0
5036	4.0
5057	5.0
5070	4.5
5071	4.5
5076	4.0
5087	4.0
5088	4.0
5093	4.0
5097	4.5
5098	4.0
5103	3.5
5104	4.0
5110	4.0
5114	4.0
5121	5.0
5122	4.5
5137	4.5
5148	4.5
5150	5.0
5152	4.0
5158	4.0
5160	4.5
5166	4.0
5173	4.0
5179	3.0
5180	4.5
5195	4.5
5198	4.0
5204	3.5
5213	4.0
5217	5.0
5226	4.0
5229	4.5
5237	4.5
5244	4.0
5245	4.5
5246	3.5
5250	4.0
5252	4.5
5278	4.5
5287	4.0
5298	5.0
5302	4.0
5322	3.5
5329	5.0
5336	3.5
5348	4.0
5353	3.5
5357	4.5
5359	3.5
5360	5.0
5361	4.0
5365	4.0
5374	4.5
5380	4.0
5382	4.5
5383	4.5
5392	4.5
5394	3.5
5399	4.0
5400	4.0
5403	4.5
5416	4.0
5434	4.0
5436	3.5
5439	3.5
5458	4.0
5461	4.5
5466	4.5
5474	4.5
5482	4.5
5485	4.5
5487	4.0
5488	3.5
5502	4.5
5503	4.0
5505	4.0
5507	4.0
5511	5.0
5512	4.5
5515	4.5
5522	4.0
5525	4.5
5527	4.0
5532	4.0
5535	4.0
5537	4.5
5546	3.5
5549	4.0
5550	4.5
5551	4.5
5556	3.5
5564	4.0
5568	4.5
5574	4.5
5576	2.5
5581	2.0
5591	4.0
5595	4.0
5600	3.5
5605	3.5
5607	4.0
5611	4.5
5627	4.0
5645	4.5
